Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
Board Book : My first book of Bible Stories (Padded Board Book) (My First Board Books),Om Books Editorial Team,Children's Books,Religion,Paperback,231.0,4.6,155,False,5.44673737166631
My First Shaped Board Book: Illustrated Saraswati Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses): Indian Gods & Goddesses (My First Shaped Board Books),Wonder House Books,Children's Books,Religion,Board book,89.0,4.7,77,False,4.499809670330265
Bhagvad Gita - The Story Way for Students & Parents,Avinash Agarwal,Children's Books,Religion,Paperback,173.0,4.6,166,False,5.159055299214529
Heroes of Olympus : The Lost Hero,Rick Riordan,Children's Books,Religion,Paperback,259.0,4.7,25085,False,5.560681631015528
"THE GITA FOR CHILDREN (HB): Limited Celebratory Edition [] Pai, Roopa",Roopa Pai,Children's Books,Religion,Hardcover,544.0,4.3,56,False,6.300785794663244
Sita : An Illustrated Retelling of the R: An Illustrated Retelling of Ramayana,Devdutt Pattanaik,Children's Books,Religion,Paperback,297.0,4.5,2188,False,5.697093486505405
Story book: Festivals of india (Large Print),Om Books Editorial Team,Children's Books,Religion,Paperback,209.0,4.5,531,False,5.3471075307174685
Baby's First Quran Stories,Saniyasnain Khan,Children's Books,Religion,Hardcover,670.0,4.7,100,False,6.508769136971682
My First Shaped Board Book Illustrated Sai Baba Hindu Mythology Picture Book for Kids Age 2+ Indian Gods and Goddessesá,Wonder House Books,Children's Books,Religion,Board book,89.0,4.7,28,False,4.499809670330265
Tales from the Puranas and Itihaas,Daaji (Kamlesh Patel),Children's Books,Religion,Paperback,183.0,4.8,13,False,5.214935757608986
Vivekananda (Amar Chitra Katha),Rajani Thindiath,Children's Books,Religion,Paperback,63.0,4.6,587,False,4.1588830833596715
Story Book: 365 Tales of Hanuman (Indian Mythology for Children),Swayam Ganguly,Children's Books,Religion,Hardcover,493.0,4.7,85,False,6.202535517187923
Story book : The Ramayana - Indian Mythology - Illustrated Story for Children - Large print Story book - ,Kirti Pathak,Children's Books,Religion,Hardcover,209.0,4.2,20,False,5.3471075307174685
Hanuman Tales (Colourful Pictures) - for kids - Ramayana [] Maple Press,Maple Press,Children's Books,Religion,Paperback,85.0,4.4,209,False,4.454347296253507
Percy Jackson and the Greek Gods,Rick Riordan,Children's Books,Religion,Paperback,259.0,4.7,10920,False,5.560681631015528
"108 Stories from the Vedas, the Puranas and the Upanishads for Children (Illustrated) - Story Book for Kids",Compiled by Maple Press,Children's Books,Religion,Kindle Edition,138.0,4.5,339,False,4.9344739331306915
My First Shaped Board Book: Illustrated Goddess Durga Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),Wonder House Books,Children's Books,Religion,Board book,99.0,4.7,68,False,4.605170185988092
My First Illustrated Bible Stories Old Testament Boxed Set of 10 Books,Wonder House Books,Children's Books,Religion,Paperback,499.0,4.5,14,False,6.214608098422191
Greatest Stories from the Quran,Saniyasnain Khan,Children's Books,Religion,Hardcover,400.0,4.8,490,False,5.993961427306569
"My First Goddesses (Illustrated) (Set of 5 Books) - Story Books for Kids - Parvati, Lakshmi, Saraswati, Indrani, Durga - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Religion,Paperback,148.0,4.6,65,False,5.003946305945459
"201 Maths Activity Book - Fun Activities and Math Exercises For Children: Knowing Numbers, Addition-Subtraction, Fractions, BODMAS",Wonder House Books,Children's Books,"Science, Nature & Technology",Paperback,99.0,4.4,300,False,4.605170185988092
Addition and Subtraction Activity Book For Children - 80+ Activities Inside,Wonder House Books,Children's Books,"Science, Nature & Technology",Paperback,99.0,4.4,337,False,4.605170185988092
Encyclopedia: Amazing Questions & Answers Science,Om Books Editorial Team,Children's Books,"Science, Nature & Technology",Paperback,141.0,4.5,3362,False,4.955827057601261
Seek And Find - Animals : Early Learning Board Books With Tabs,Wonder House Books,Children's Books,"Science, Nature & Technology",Board book,199.0,4.5,1541,False,5.298317366548036
Where Is Baby'S Belly Button?,Karen Katz,Children's Books,"Science, Nature & Technology",Board book,259.0,4.5,13382,False,5.560681631015528
World's Greatest Scientists & Inventors : Biographies of Inspirational Personalities For Kids,Wonder House Books,Children's Books,"Science, Nature & Technology",Paperback,99.0,4.5,1968,False,4.605170185988092
"HELLO, WORLD! SOLAR SYSTEM",Jill McDonald,Children's Books,"Science, Nature & Technology",Board book,275.0,4.6,9808,False,5.62040086571715
Knowledge Encyclopedia - Inventions and Discoveries (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,"Science, Nature & Technology",Hardcover,599.0,4.6,161,False,6.396929655216146
Knowledge Encyclopedia Space,Wonder House Books,Children's Books,"Science, Nature & Technology",Hardcover,599.0,4.5,139,False,6.396929655216146
Multiplication and Division Activity Book For Children - 80+ Activities Inside,Wonder House Books,Children's Books,"Science, Nature & Technology",Paperback,99.0,4.2,122,False,4.605170185988092
